NORAD Number,COSPAR Number,Official Name,Country of Operator/Owner,Operator/Owner,Users,Purpose,Class of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Inclination (degrees),Period (minutes),Launch Mass (kg.), Dry Mass (kg.) ,Expected Lifetime (yrs.),Launch Site,Launch Vehicle
43463,2018-044A,Bangabandhu 1,Bangladesh,Bangladesh Telecommunication Regulatory Commission (BTRC),Government,Communications,GEO,119.1,35778,35793,0,1436.06,3500,,15,Cape Canaveral,Falcon 9
49814,2021-117C,Baoyun,China,Tianyi Research Institute,Civil,Unknown,LEO,0,472,502,97.4,95,20,,,Jiuquan Satellite Launch Center,Ceres 1
40420,2015-009A,Cosmos 2503,RUSAsia,Ministry of Defense,Military,Earth Observation,LEO,0,570,586,97.7,96.1,4000,,5,Plesetsk Cosmodrome,Soyuz-2.1b
41394,2016-020A,Cosmos 2515,RUSAsia,Ministry of Defense,Military,Earth Observation,LEO,0,549,594,97.62,96.1,4000,,5,Plesetsk Cosmodrome,Soyuz-2.1a
52713,2022-054A,Cosmos 2556,RUSAsia,Ministry of Defense,Military,Earth Observation,LEO,0,337,556,97.7,94.6,3700,,5,Plesetsk Cosmodrome,Soyuz-2.1a
44879,2019-093A,BDSAGR-1,China,"GasTianta and GZH-HNJ BDS AGR Co., Ltd.",Commercial,Earth Observation,LEO,0,613,634,97.9,97.1,40,,3,Taiyuan Launch Center,Long March 4B
52175,2022-033U,BDSAT,Czech Republic,Central European Institute of Technology,Government,Technology Demonstration,LEO,0,497,509,97.4,97,1,,,Cape Canaveral,Falcon 9
48083,2021-022AM,Beesat-5,Germany,Technical University Berlin,Civil,Technology Demonstration,LEO,0,535,558,97.6,95.5,1,,,Baikonur Cosmodrome,Soyuz-2.1a
47957,2021-022AB,Beesat-6,Germany,Technical University Berlin,Civil,Technology Demonstration,LEO,0,535,562,97.6,95.5,1,,,Baikonur Cosmodrome,Soyuz-2.1a
48084,2021-022AN,Beesat-7,Germany,Technical University Berlin,Civil,Technology Demonstration,LEO,0,535,562,97.6,95.5,1,,,Baikonur Cosmodrome,Soyuz-2.1a
48085,2021-022AP,Beesat-8,Germany,Technical University Berlin,Civil,Technology Demonstration,LEO,0,535,556,97.6,95.5,1,,,Baikonur Cosmodrome,Soyuz-2.1a
44412,2019-038AC,Beesat-9,Germany,Technical University Berlin,Civil,Technology Development,LEO,0,514,546,97.5,95.2,1,,,Vostochny Cosmodrome,Soyuz-2.1b
38250,2012-018A,Beidou 2-12,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21460,21595,55.16,773.19,2200,,8,Xichang Satellite Launch Center,Long March 3B
38251,2012-018B,Beidou 2-13,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21452,21603,55.1,773.21,2200,,8,Xichang Satellite Launch Center,Long March 3B
38775,2012-050B,Beidou 2-15,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21477,21574,55,773.1,3800,,8,Xichang Satellite Launch Center,Long March 3B
38953,2012-059A,Beidou 2-16,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,80,35775,35799,1.84,1436.11,3800,2300,8,Xichang Satellite Launch Center,Long March 3C
41434,2016-021A,Beidou 2-17,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,100.3,35676,35890,54.97,1435.92,4200,1900,8,Xichang Satellite Launch Center,Long March 3A
41586,2016-037A,Beidou 2-18,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,144,35776,35794,1.84,1436.1,3800,,8,Xichang Satellite Launch Center,Long March 3C
40549,2015-019A,Beidou 3I-1S,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,107.48,35796,36781,54.9,1461.81,4200,,8,Xichang Satellite Launch Center,Long March 3C
40938,2015-053A,Beidou 3I-2S,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,89.5,35606,35953,55,1435.73,4200,,8,Xichang Satellite Launch Center,Long March 3B
43001,2017-069A,Beidou 3-M1,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21506,21549,55,773.2,800,280,8,Xichang Satellite Launch Center,Long March 3B
44542,2019-061A,Beidou 3-23,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21509,21561,55,773.2,800,280,8,Xichang Satellite Launch Center,Long March 3B
44543,2019-061B,Beidou 3-24,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21515,21554,55,773.2,800,280,8,Xichang Satellite Launch Center,Long March 3B
43002,2017-069B,Beidou 3-25,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21541,22549,55,773.2,800,280,8,Xichang Satellite Launch Center,Long March 3B
40748,2015-037A,Beidou 3M-1S,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21520,21549,55,773.2,800,280,8,Xichang Satellite Launch Center,Long March 3B
40749,2015-037B,Beidou 3M-2S,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21521,21550,55,773.3,800,280,8,Xichang Satellite Launch Center,Long March 3B
43107,2018-003A,Beidou DW 26,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21514,21541,55,773.2,800,280,8,Xichang Satellite Launch Center,Long March 3B
43108,2018-003B,Beidou DW 27,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21516,21539,55,773.2,800,280,8,Xichang Satellite Launch Center,Long March 3B
43207,2018-018A,Beidou DW 28,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21508,21547,55,773.2,800,280,8,Xichang Satellite Launch Center,Long March 3B
43208,2018-018B,Beidou DW 29,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21504,21551,55,773.2,800,280,8,Xichang Satellite Launch Center,Long March 3B
43246,2018-029A,Beidou DW 30,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21521,21533,55,773.2,800,280,8,Xichang Satellite Launch Center,Long March 3B
43245,2018-029B,Beidou DW 31,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21542,22191,55,773.2,800,280,8,Xichang Satellite Launch Center,Long March 3B
43539,2018-057A,Beidou DW 32,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,110,35691,35876,55,1436.1,800,280,8,Xichang Satellite Launch Center,Long March 3A
43581,2018-062A,Beidou DW 33,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21509,21545,55,773.2,800,280,8,Xichang Satellite Launch Center,Long March 3B
43582,2018-062B,Beidou DW 34,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21516,21538,55,773.2,800,280,8,Xichang Satellite Launch Center,Long March 3B
43602,2018-067A,Beidou DW 35,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21514,21540,55,773.2,800,280,8,Xichang Satellite Launch Center,Long March 3B
43603,2018-067B,Beidou DW 36,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21518,21537,55,773.2,800,280,8,Xichang Satellite Launch Center,Long March 3B
43622,2018-072A,Beidou DW 37,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21533,22193,55,787.1,800,280,8,Xichang Satellite Launch Center,Long March 3B
43623,2018-072B,Beidou DW 38,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21513,21541,55,773.1,800,280,8,Xichang Satellite Launch Center,Long March 3B
43647,2018-078A,Beidou DW 39,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21541,22195,55,787.4,800,280,8,Xichang Satellite Launch Center,Long March 3B
43648,2018-078B,Beidou DW 40,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21537,22195,55,787.4,800,280,8,Xichang Satellite Launch Center,Long March 3B
43683,2018-085A,Beidou DW 41,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,144.5,35776,35795,3,1436.06,800,280,8,Xichang Satellite Launch Center,Long March 3B
43706,2018-093A,Beidou DW 42,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21523,22194,55,787.1,800,280,8,Xichang Satellite Launch Center,Long March 3B
43707,2018-093B,Beidou DW 43,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21531,22194,55,787.1,800,280,8,Xichang Satellite Launch Center,Long March 3B
44204,2019-023A,Beidou DW 44,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,110.03,35711,35847,55,1435.7,800,280,8,Xichang Satellite Launch Center,Long March 3B
44231,2019-027A,Beidou DW 45,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,144.48,35773,35799,1.81,1436.06,800,280,8,Xichang Satellite Launch Center,Long March 3C
44337,2019-035A,Beidou DW 46,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,105.99,35739,35838,55.05,1436.2,800,280,8,Xichang Satellite Launch Center,Long March 3B
44709,2019-073A,Beidou 3 IGSO-3,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,106.72,35681,35896,58.2,1436.2,4200,,8,Xichang Satellite Launch Center,Long March 3B
44793,2019-078A,Beidou DW 50,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21542,22194,54.9,787.4,800,280,8,Xichang Satellite Launch Center,Long March 3B
44794,2019-078B,Beidou DW 51,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21537,22192,54.9,787.2,800,280,8,Xichang Satellite Launch Center,Long March 3B
44864,2019-090A,Beidou DW 52,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21369,21561,55.02,770.6,800,280,8,Xichang Satellite Launch Center,Long March 3B
44865,2019-090B,Beidou DW 53,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,MEO,0,21530,22108,55.02,785.35,800,280,8,Xichang Satellite Launch Center,Long March 3B
45807,2020-040A,Beidou DW 55,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,111,35764,35809,3.09,1436.1,800,280,8,Xichang Satellite Launch Center,Long March 3B
45344,2020-017A,Beidou G3,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,80,35776,35797,3.08,1436.08,2200,,8,Xichang Satellite Launch Center,Long March 3B
37210,2010-057A,Beidou G4,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,160,35764,35809,1.43,1436.1,6000,,8,Xichang Satellite Launch Center,Long March 3C
38091,2012-008A,Beidou G5,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,59,35776,35799,1.87,1436.15,2300,,8,Xichang Satellite Launch Center,Long March 3A
36828,2010-036A,Beidou IGSO-1,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,118,35670,35893,55.09,1435.82,4200,1900,8,Xichang Satellite Launch Center,Long March 3A
37256,2010-068A,Beidou IGSO-2,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,118,35717,35817,55.23,1436.12,4200,1900,8,Xichang Satellite Launch Center,Long March 3A
37384,2011-013A,Beidou IGSO-3,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,118,35693,37872,96.4,1435.93,4200,1900,,Xichang Satellite Launch Center,Long March 3A
37763,2011-038A,Beidou IGSO-4,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,0,35708,35879,55.2,1435.1,4200,1900,8,Xichang Satellite Launch Center,Long March 3A
37948,2011-073A,Beidou IGSO-5,China,Chinese Ministry of National Defense,Military/Government,Navigation/Global Positioning,GEO,104.21,35708,35864,55.16,1436.08,4200,1900,8,Xichang Satellite Launch Center,Long March 3A
48840,2021-050A,Beijing-3,China ,21st Century Aerospace Technology (21AT),Commercial,Earth Observation,LEO,0,487,502,97.5,94.7,,,,Taiyuan Launch Center,Long March 2D
28890,2005-043A,BeijinGalaxy-1,China,Beijing Landview Mapping Information Technology Co. Ltd (BLMIT),Commercial,Earth Observation,LEO,0,681,703,97.9,98.6,166,155,7,Plesetsk Cosmodrome,Kosmos 3M
41238,2016-001A,Belintersat-1,BelarUSA,Belintersat,Government,Communications,GEO,51.5,35779,35792,0.46,1436.06,5223,,15,Xichang Satellite Launch Center,Long March 3B
26959,2001-049C,Bispectral InfraRed Detector 2 (Bird 2),Germany,Institute of Space Sensor Technology and Planetary Exploration,Government/Civil,Earth Observation/Technology Development,LEO,0,500,521,97.9,94.8,92,77,1.5,Satish Dhawan Space Centre,PSLV C3
41604,2016-040F,BIROS,Germany,German Aerospace Center (DLR),Government,Earth Observation,LEO,0,500,517,97.5,94.7,130,,,Satish Dhawan Space Centre,PSLV XL
40968,2015-058E,BisonSat,USA,Salish Kootenai College,Civil,Earth Observation/Technology Development,LEO,0,497,801,64.78,97.7,1,,,Cape Canaveral,Atlas 5
38708,2012-039B,BKA 2,BelarUSA,National Academy of Sciences,Government,Earth Observation,LEO,0,503,507,97.5,94.7,400,110,5,Baikonur Cosmodrome,Soyuz-Fregat
43730,2018-096M,BlackSky Global 1,USA,BlackSky Global,Commercial,Earth Observation,LEO,0,484,500,97.5,94.7,56,,,Satish Dhawan Space Centre,PSLV
49469,2021-106A,BlackSky Global 14,USA,BlackSky Global,Commercial,Earth Observation,LEO,0,428,439,42,93,55,,,Rocket Lab Launch Complex 1,Electron
49470,2021-106B,BlackSky Global 15,USA,BlackSky Global,Commercial,Earth Observation,LEO,0,426,438,42,93,55,,,Rocket Lab Launch Complex 1,Electron
49950,2021-120B,BlackSky Global 16,USA,BlackSky Global,Commercial,Earth Observation,LEO,0,430,439,42,93,55,,,Rocket Lab Launch Complex 1,Electron
49949,2021-120A,BlackSky Global 17,USA,BlackSky Global,Commercial,Earth Observation,LEO,0,433,440,42,93,55,,,Rocket Lab Launch Complex 1,Electron
52196,2022-034B,BlackSky Global 18,USA,BlackSky Global,Commercial,Earth Observation,LEO,0,428,440,53,95,55,50,,Rocket Lab Launch Complex 1,Electron
43812,2018-099BG,BlackSky Global 2,USA,BlackSky Global,Commercial,Earth Observation,LEO,0,577,591,97.7,96.3,55,,,Vandenberg AFB,Falcon 9
52197,2022-034C,BlackSky Global 20,USA,BlackSky Global,Commercial,Earth Observation,LEO,0,426,439,53,95,55,50,,Rocket Lab Launch Complex 1,Electron
44367,2019-037C,BlackSky Global 3,USA,BlackSky Global,Commercial,Earth Observation,LEO,0,450,461,45.1,93.7,56,,,Rocket Lab Launch Complex 1,Electron
44499,2019-054E,BlackSky Global 4,USA,BlackSky Global,Commercial,Earth Observation,LEO,0,538,549,45.01,95.5,56,,,Rocket Lab Launch Complex 1,Electron
46088,2020-055BP,BlackSky Global 7,USA,BlackSky Global,Commercial,Earth Observation,LEO,0,400,410,45.01,95.5,56,,,Cape Canaveral,Falcon 9
46089,2020-055BQ,BlackSky Global 8,USA,BlackSky Global,Commercial,Earth Observation,LEO,0,400,410,45.01,95.5,56,,,Cape Canaveral,Falcon 9
47971,2021-023G,BlackSky Global 9,USA,BlackSky Global,Commercial,Earth Observation,LEO,0,448,460,45,93.7,56,,,Rocket Lab Launch Complex 1,Electron
41787,2016-059E,BlackSky Pathfinder 1,USA,BlackSky Global,Commercial,Earth Observation,LEO,0,661,701,98.2,98.3,44,,3,Satish Dhawan Space Centre,PSLV
42907,2017-046A,Cosmos 2520,RUSAsia,Ministry of Defense,Military/Commercial,Communications,GEO,45,35781,35803,0,1436,3000,,15,Baikonur Cosmodrome,Proton
43432,2018-037A,Cosmos 2526,RUSAsia,Ministry of Defense,Military/Commercial,Communications,GEO,128,35779,35794,0,1436.09,3000,,15,Baikonur Cosmodrome,Proton
43867,2018-107A,Cosmos 2533,RUSAsia,Ministry of Defense,Military/Commercial,Communications,GEO,70,35780,35792,0,1436.08,3000,,15,Baikonur Cosmodrome,Proton
44457,2019-048A,Cosmos 2539,RUSAsia,Ministry of Defense,Military/Commercial,Communications,GEO,55,35599,35829,0,1436,3000,,15,Baikonur Cosmodrome,Proton
44105,2019-018AD,Bluewalker 1,Lithuania,NanoAvionics,Commercial,Technology Development,LEO,0,435,519,97.5,94.1,10,,,Satish Dhawan Space Centre,PSLV
53808,2022-111AL,Bluewalker 3,USA,AST SpaceMobile,Commercial,Communications,LEO,0,502,518,53,95.4,1500,,,Cape Canaveral,Falcon 9
26469,2000-046A,Brazilsat B-4,Brazil,Embratel Star One,Commercial,Communications,GEO,-84.03,35772,35800,0.07,1436.09,2495,1050,12,Guiana Space Center,Ariane 44LP
48876,2021-058F,Brik-II,Netherlands,Ministry of Defense,Government,Earth Observation,LEO,0,495,521,60.7,94.5,10,,,Virgin Orbit,LauncherOne
43813,2018-099BH,BRIO,USA,"SpaceQuest, Ltd.",Commercial,Technology Development,LEO,0,574,591,97.7,96.3,4,,,Vandenberg AFB,Falcon 9
41591,2016-039A,BRISat,Indonesia,Bank Rakyat Indonesia (BRI),Commercial,Communications,GEO,150.5,35702,35876,0.07,1436.2,3540,,15,Guiana Space Center,Ariane 5 ECA
40020,2014-033L,BRITE-CA-1,Canada,"University of Toronto, Institute for Aerospace Studies",Civil,Space Science,LEO,0,613,739,97.97,98.27,10,,,Dombarovsky Air Base,Dnepr
40119,2014-049B,BRITE-PL-2,Multinational,BRITE Consortium,Government,Space Science,LEO,0,610,633,98.02,97.1,10,,2,Taiyuan Launch Center,Long March 2B
44495,2018-054A,BRO-1,France,UnseenLabs,Commercial,Earth Observation,LEO,0,536,550,45.01,95.5,8,,,Rocket Lab Launch Complex 1,Electron
49066,2021-073A,BRO-4,France,UnseenLabs,Commercial,Earth Observation,LEO,0,520,563,97.6,95.5,8,,,Guiana Space Center,Vega
52174,2022-033T,BRO-7,France,UnseenLabs,Commercial,Earth Observation,LEO,0,497,509,97.4,95.4,10,,,Cape Canaveral,Falcon 9
32019,2007-036B,BSAT-3A,Japan,Broadcasting Satellite System Corp.,Commercial,Communications,GEO,109.91,35778,35794,0.03,1436.1,1980,,13,Guiana Space Center,Ariane 5 ECA
37207,2010-056B,BSAT-3B,Japan,Broadcasting Satellite System Corp.,Commercial,Communications,GEO,110,33066,35725,0.07,1365.61,2060,975,15,Guiana Space Center,Ariane 5 ECA
37776,2011-041B,BSAT-3C/JCSat 110-R,Japan,Broadcasting Satellite System Corp./Sky Perfect JSAT Corporation,Commercial,Communications,GEO,110,35784,35787,0.05,1436.04,2910,,15,Guiana Space Center,Ariane 5 ECA
42951,2017-059B,BSAT-4A,Japan,Broadcasting Satellite System Corp.,Commercial,Communications,GEO,110,35719,35725,0.02,1432.7,3520,,15,Guiana Space Center,Ariane 5
46112,2020-056A,BSAT-4B,Japan,Broadcasting Satellite System Corp.,Commercial,Communications,GEO,110,35789,35798,0.01,1436.1,3520,,15,Guiana Space Center,Ariane 5
43014,2017-073B,Buccaneer RMM,AUSAtralia,Defence Science and Technology Group/University of New South Wales,Military/Civil,Technology Development,LEO,0,459,819,97.6,97.4,4,,5,Vandenberg AFB,Delta 2
44312,2019-032C,Bufeng-1A,China,China Academy of Space Technology (CAST),Government,Earth Observation,LEO,0,555,575,45,96,,,,Yellow Sea Launch Platform,Long March 11
44314,2019-032E,Bufeng-1B,China,China Academy of Space Technology (CAST),Government,Earth Observation,LEO,0,554,576,45,96,,,,Yellow Sea Launch Platform,Long March 11
40014,2014-033E,Bugsat-1,Argentina,Satellogic S.A.,Commercial,Technology Development,LEO,0,570,617,97.99,96.55,25,,,Dombarovsky Air Base,Dnepr
42801,2017-038A,BulgariaSat-1,Bulgaria,Bulsatcom,Commercial,Communications,GEO,1.9,35774,35797,0,1436,3669,,15,Cape Canaveral,Falcon 9
47320,2021-002M,CACTUSA-1,USA,Capital Technology University,Government/Civil,Technology Development,LEO,0,493,514,60.7,94.7,4,,,FANTM-RAiL [Xtenti],LauncherOne
29108,2006-016B,Calipso,France,Centre National d'Etudes Spatiales (CNES)/NASA,Government,Earth Science,LEO,0,702,703,98.2,98.8,587,,3,Vandenberg AFB,Delta 2
32790,2008-021H,CanX-2,Canada,"University of Toronto, Institute for Aerospace Studies",Government/Civil,Technology Development,LEO,0,609,629,97.8,97.1,7,,,Satish Dhawan Space Centre,PSLV C9
40055,2014-034C,CanX-4,Canada,"University of Toronto, Institute for Aerospace Studies",Government/Civil,Technology Development,LEO,0,642,659,97.74,98.26,15,,,Satish Dhawan Space Centre,PSLV-CA
40056,2014-034D,CanX-5,Canada,"University of Toronto, Institute for Aerospace Studies",Government/Civil,Technology Development,LEO,0,643,656,98.26,97.72,15,,,Satish Dhawan Space Centre,PSLV-CA
41788,2016-059F,CanX-7,Canada,"University of Toronto, Institute for Aerospace Studies",Government/Civil,Technology Development,LEO,0,661,701,98.2,98.3,15,,,Satish Dhawan Space Centre,PSLV
47309,2021-002A,CAPE-3,USA,University of Louisiana at Lafayette,Civil,Technology Development,LEO,0,493,517,60.68,94.7,1,,,FANTM-RAiL [Xtenti],LauncherOne
